marca;modelo;estado;cor;quilometragem;end_tag;combustivel;ano;cambio;unico_dono;tipo;versao;direcao;portas;extra;preco;
FIAT;UNO;mg;Branco;260000;2;Flex;2011;Manual;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;;2 portas;;12399;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546363082?xtmc=fiat+uno&xtnp=53&xtcr=17;
FIAT;UNO;mg;Vermelho;125000;7;Flex;2012;Manual;Sim;Passeio;UNO MILLE WAY ECO.XINGU 1.0 F.FLEX 8V 5P;Mecxe2nica;4 portas;vidro elxe9trico, alarme, trava elxe9trica, som;19500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-2012-2013-546358345?xtmc=fiat+uno&xtnp=53&xtcr=18;
FIAT;UNO;mg;Prata;113000;5;Flex;2011;Manual;Nxe3o;Hatch;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;15490;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-flex-2011-4-portas-zap-9-9107-8531-546317468?xtmc=fiat+uno&xtnp=53&xtcr=19;
FIAT;UNO;mg;Prata;115;8;;2003;Manual;;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;alarme, trava elxe9trica, som;11000;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546309775?xtmc=fiat+uno&xtnp=53&xtcr=20;
FIAT;STRADA;mg;Branco;197000;8;Flex;2009;Manual;Nxe3o;Pick-up;STRADA 1.4 MPI FIRE FLEX 8V CS;Mecxe2nica;2 portas;;18500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-strada-1-4-flex-economica-e-forte-546295633?xtmc=fiat+uno&xtnp=53&xtcr=21;
FIAT;UNO;mg;;777777777;;Gasolina;1998;;;;;;;;6000;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546282100?xtmc=fiat+uno&xtnp=53&xtcr=22;
FIAT;UNO;mg;Cinza;0;;Gasolina;1996;Manual;;;UNO MILLE EP 2P E 4P;Mecxe2nica;4 portas;ar condicionado, trava elxe9trica, vidro elxe9trico;6499;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-96-546278807?xtmc=fiat+uno&xtnp=53&xtcr=23;
FIAT;UNO;mg;Prata;56000;0;Flex;2013;Manual;;Passeio;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;19000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-economy-12-13-546272561?xtmc=fiat+uno&xtnp=53&xtcr=24;
;;mg;Outra;111;;Gasolina;1985;Manual;Nxe3o;Passeio;;;2 portas;;2300;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546270761?xtmc=fiat+uno&xtnp=53&xtcr=25;
FIAT;UNO;mg;Verde;240000;0;Flex;2008;Manual;Nxe3o;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;vidro elxe9trico, trava elxe9trica;;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vendo-mille-direito-urgente-rebaixado-legalizado-2008-546270409?xtmc=fiat+uno&xtnp=53&xtcr=26;
FIAT;UNO;mg;Vermelho;148000;;;2002;;;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;11800;https://mg.olx.com.br/regiao-de-divinopolis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546259237?xtmc=fiat+uno&xtnp=53&xtcr=27;
FIAT;UNO;mg;Cinza;80000;;Flex;2013;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico;23800;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/venda-ou-troca-fiat-uno-vivace-completo-2013-546233204?xtmc=fiat+uno&xtnp=53&xtcr=29;
FIAT;UNO;mg;Branco;120000;;;2008;Manual;;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;som;12000;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546220191?xtmc=fiat+uno&xtnp=53&xtcr=34;
FIAT;UNO;mg;Cinza;133000;7;Flex;2007;Manual;;Passeio;;Mecxe2nica;4 portas;trava elxe9trica, som;14600;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546216907?xtmc=fiat+uno&xtnp=53&xtcr=36;
FIAT;UNO;mg;Verde;0;6;Gasolina;1998;Manual;;Passeio;UNO MILLE SX YOUNG 1.0 IE;Mecxe2nica;2 portas;alarme, trava elxe9trica, vidro elxe9trico;6000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-yong-98-carro-file-mais-detalhes-chama-n-546179365?xtmc=fiat+uno&xtnp=53&xtcr=38;
VW - VOLKSWAGEN;PARATI;mg;Cinza;11111111;9;Gasolina;1991;Manual;Nxe3o;Passeio;PARATI CLI / CL/ ATLANTA 1.6;Mecxe2nica;2 portas;;6000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vw-volkswagen-parati-546179271?xtmc=fiat+uno&xtnp=53&xtcr=39;
FIAT;UNO;mg;Prata;160000;0;Flex;2011;Manual;;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, alarme, som;23000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/excelente-fiat-uno-546170988?xtmc=fiat+uno&xtnp=53&xtcr=41;
FIAT;UNO;mg;Verde;115900;;Gasolina;1996;Manual;Nxe3o;Passeio;;Mecxe2nica;2 portas;alarme, trava elxe9trica;7500;https://mg.olx.com.br/regiao-de-divinopolis/autos-e-pecas/carros-vans-e-utilitarios/uno-i-e-1-0-96-546170538?xtmc=fiat+uno&xtnp=53&xtcr=42;
FIAT;UNO;mg;;160000;;Flex;2009;;;Passeio;;Hidrxe1ulica;2 portas;alarme;12700;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546168552?xtmc=fiat+uno&xtnp=53&xtcr=44;
;;mg;;20000;;Gasolina;1975;Manual;Nxe3o;Hatch;;Mecxe2nica;2 portas;;8500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-147-1977-546139562?xtmc=fiat+uno&xtnp=53&xtcr=45;
FIAT;UNO;mg;Cinza;100000;7;Gxe1s Natural;2005;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 2P;Mecxe2nica;2 portas;;9500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546125137?xtmc=fiat+uno&xtnp=53&xtcr=46;
FIAT;UNO;mg;Preto;107;8;Flex;2009;Manual;;;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Hidrxe1ulica;4 portas;trava elxe9trica, vidro elxe9trico, som;17000;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546123679?xtmc=fiat+uno&xtnp=53&xtcr=47;
FIAT;UNO;mg;Cinza;160000;2;Gasolina;1999;Manual;Nxe3o;Passeio;UNO MILLE/ MILLE EX/ SMART 4P;Mecxe2nica;4 portas;;9000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546108238?xtmc=fiat+uno&xtnp=53&xtcr=48;
FIAT;UNO;mg;Prata;30000;;;2014;Manual;Sim;;;;4 portas;;25000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546104906?xtmc=fiat+uno&xtnp=53&xtcr=49;
FIAT;UNO;mg;Vermelho;200000;4;Gasolina;1997;Manual;Nxe3o;Hatch;UNO MILLE SX 2P E 4P;Mecxe2nica;4 portas;vidro elxe9trico, som;5800;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-preco-negociavel-nao-troco-por-nada-546084817?xtmc=fiat+uno&xtnp=53&xtcr=50;
FIAT;UNO;mg;Prata;0;;Flex;2011;Manual;Nxe3o;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;18900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-oportunidade-546083038?xtmc=fiat+uno&xtnp=54&xtcr=1;
FIAT;UNO;mg;Prata;0;3;Gasolina;2002;Manual;Nxe3o;Passeio;;Mecxe2nica;2 portas;vidro elxe9trico, trava elxe9trica, som;8200;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-troco-por-moto-546082026?xtmc=fiat+uno&xtnp=54&xtcr=2;
FIAT;UNO;mg;Prata;100;;Gasolina;2006;Manual;Nxe3o;Passeio;UNO MILLE/ MILLE EX/ SMART 2P;Mecxe2nica;2 portas;;9500;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fire-2006-basico-546073708?xtmc=fiat+uno&xtnp=54&xtcr=3;
FIAT;UNO;mg;Prata;1;3;Flex;2012;Manual;;Hatch;UNO VIVACE 1.0 EVO FIRE FLEX 8V 3P;Hidrxe1ulica;2 portas;;18900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-fiat-uno-546066007?xtmc=fiat+uno&xtnp=54&xtcr=4;
FIAT;UNO;mg;Prata;62100;6;Flex;2010;Manual;Nxe3o;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;19200;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-10-11-segundo-dono-546062492?xtmc=fiat+uno&xtnp=54&xtcr=5;
FIAT;UNO;mg;Azul;90000;1;Flex;2012;Manual;Nxe3o;Passeio;UNO WAY 1.0 FLEX 6V 5P;Mecxe2nica;4 portas;vidro elxe9trico, alarme, trava elxe9trica, som;19000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-barato-546061838?xtmc=fiat+uno&xtnp=54&xtcr=6;
FIAT;UNO;mg;Verde;136000;5;Gasolina;1994;Manual;Nxe3o;Hatch;UNO MILLE 1.0/ I.E./ ELECTRONIC/  BRIO;Mecxe2nica;2 portas;som;6000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-546055015?xtmc=fiat+uno&xtnp=54&xtcr=7;
FIAT;UNO;mg;Branco;42156;;Flex;2016;Manual;;Hatch;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, ar condicionado, trava elxe9trica, vidro elxe9trico;29000;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-1-0-flex-4-portas-branco-2016-546054531?xtmc=fiat+uno&xtnp=54&xtcr=8;
FIAT;UNO;mg;Azul;0;;Gasolina;1996;Manual;;;;;2 portas;;4800;https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546046863?xtmc=fiat+uno&xtnp=54&xtcr=9;
FIAT;UNO;mg;Prata;130000;4;;2006;Manual;Nxe3o;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;alarme, ar condicionado, vidro elxe9trico, som;12000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546045765?xtmc=fiat+uno&xtnp=54&xtcr=10;
FIAT;UNO;mg;Verde;86000;0;Flex;2013;Manual;;Hatch;UNO WAY CELEB. 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;air bag, alarme, trava elxe9trica, vidro elxe9trico, som;24900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546036042?xtmc=fiat+uno&xtnp=54&xtcr=11;
HYUNDAI;TUCSON;mg;Preto;78000;0;Gasolina;2010;Automxe1tico;Nxe3o;SUV;TUCSON 2.0 16V AUT.;;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som, sensor de rxe9, cxe2mera de rxe9;29500;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/tucson-gls-2010-534499959?xtmc=fiat+uno&xtnp=54&xtcr=12;
FIAT;UNO;mg;Preto;128000;1;Flex;2013;Manual;Sim;Hatch;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som, sensor de rxe9, cxe2mera de rxe9;25000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546022828?xtmc=fiat+uno&xtnp=54&xtcr=13;
FIAT;UNO;mg;Prata;0;;Gasolina;1998;Manual;;;UNO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P;;4 portas;alarme, trava elxe9trica, som;9000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-546020538?xtmc=fiat+uno&xtnp=54&xtcr=14;
FIAT;UNO;mg;Preto;164000;0;Flex;2008;Manual;Nxe3o;Hatch;UNO MILLE CELEB/CELEB.ECON 1.0 F.FLEX 4P;Mecxe2nica;4 portas;;13000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2008-546017171?xtmc=fiat+uno&xtnp=54&xtcr=15;
FIAT;UNO;mg;Vermelho;85000;5;Flex;2012;Manual;Nxe3o;Passeio;UNO VIVACE CELEB. 1.0 EVO F.FLEX 8V 5P;Mecxe2nica;4 portas;alarme, trava elxe9trica;19900;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-1-0-546007757?xtmc=fiat+uno&xtnp=54&xtcr=16;
FIAT;UNO;mg;Prata;1;6;Gasolina;1993;Manual;Nxe3o;Hatch;UNO MILLE  ELX  2P E 4P;Hidrxe1ulica;4 portas;;;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-elx-1993-4-mil-545993921?xtmc=fiat+uno&xtnp=54&xtcr=17;
FIAT;UNO;mg;Verde;91265;4;Flex;2012;Manual;Nxe3o;Passeio;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;21900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-celebration-lindo-carro-excelente-procedencia-aceito-troca-520772967?xtmc=fiat+uno&xtnp=54&xtcr=18;
FIAT;UNO;mg;Cinza;0;0;Flex;2012;Manual;Nxe3o;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;vidro elxe9trico, trava elxe9trica, alarme, som;18900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-545960947?xtmc=fiat+uno&xtnp=54&xtcr=19;
FIAT;UNO;mg;Preto;39000;1;Flex;2017;Manual;Nxe3o;Hatch;UNO ATTRACTIVE 1.0 FLEX 6V 5P;Elxe9trica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, som;32700;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-1-0-attractive-2017-535466783?xtmc=fiat+uno&xtnp=54&xtcr=20;
FIAT;UNO;mg;Prata;110000;0;Flex;2011;Manual;Nxe3o;Hatch;UNO MILLE CELEB. WAY ECON. 1.0 F.FLEX 4P;Hidrxe1ulica;4 portas;alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som;20500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-celebration-way-economy-flex-2011-545948601?xtmc=fiat+uno&xtnp=54&xtcr=21;
FIAT;UNO;mg;Outra;180;;;1992;;Nxe3o;;;;2 portas;som;4500;https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-em-moto-2018-na-mao-barato-pra-hoje-545939767?xtmc=fiat+uno&xtnp=54&xtcr=22;
FIAT;UNO;mg;;86000;;Flex;2014;Manual;;;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som;27000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-1-0-2014-545930456?xtmc=fiat+uno&xtnp=54&xtcr=23;
FIAT;UNO;mg;Cinza;180000;2;Gasolina;1995;Manual;Nxe3o;Passeio;UNO MILLE 1.0/ I.E./ ELECTRONIC/  BRIO;Mecxe2nica;4 portas;vidro elxe9trico;6800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-95-4pts-545929495?xtmc=fiat+uno&xtnp=54&xtcr=24;
FIAT;UNO;mg;Cinza;10600;9;Flex;2015;Manual;Sim;;UNO SPORTING 1.4 EVO FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;air bag, alarme, ar condicionado, trava elxe9trica, vidro elxe9trico, som, sensor de rxe9;42000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-545912044?xtmc=fiat+uno&xtnp=54&xtcr=25;
FIAT;UNO;mg;Verde;0;0;Gasolina;1990;Manual;Nxe3o;;UNO S 1.5 I.E. / 1.5 / 1.3/ SX 1.3;Mecxe2nica;2 portas;;4500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-90-545882402?xtmc=fiat+uno&xtnp=54&xtcr=27;
FIAT;UNO;mg;Preto;0;2;Gasolina;1993;Manual;Nxe3o;;UNO 1.6R MPI / 1.6R / 1.5R;;2 portas;;;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-545878317?xtmc=fiat+uno&xtnp=54&xtcr=28;
;;mg;Preto;103000;2;Gasolina;2009;Manual;Nxe3o;Sedxe3;;Hidrxe1ulica;4 portas;ar condicionado, vidro elxe9trico, trava elxe9trica, air bag, alarme, som, sensor de rxe9;25900;https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/fiat-linea-tjet-1-4-turbo-529324674?xtmc=fiat+uno&xtnp=54&xtcr=29;
FIAT;UNO;mg;Prata;80556;;Flex;2010;Manual;Nxe3o;Hatch;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;Mecxe2nica;4 portas;vidro elxe9trico, alarme, trava elxe9trica, som;17500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-545848978?xtmc=fiat+uno&xtnp=54&xtcr=30;
FIAT;UNO;mg;;42000;;Flex;2012;Manual;;Hatch;UNO MILLE CELEB. WAY ECON. 1.0 F.FLEX 4P;Hidrxe1ulica;4 portas;;;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-way-economy-545847749?xtmc=fiat+uno&xtnp=54&xtcr=32;
FIAT;UNO;mg;Prata;210000;4;Flex;2008;Manual;Nxe3o;;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;ar condicionado, trava elxe9trica;11000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-545833413?xtmc=fiat+uno&xtnp=54&xtcr=35;
FIAT;UNO;mg;Cinza;53000;1;Flex;2012;Manual;Sim;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;22800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-545825843?xtmc=fiat+uno&xtnp=54&xtcr=36;
FIAT;UNO;mg;Vermelho;0;;Flex;2012;Manual;Nxe3o;Hatch;UNO WAY 1.0 EVO FIRE FLEX 8V 2P;Hidrxe1ulica;4 portas;ar condicionado, trava elxe9trica, alarme, som;19900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-2012-completo-545825334?xtmc=fiat+uno&xtnp=54&xtcr=37;
FIAT;UNO;mg;Branco;27700;;Flex;2018;Manual;;Passeio;UNO DRIVE 1.0 FLEX 6V 5P;Elxe9trica;4 portas;vidro elxe9trico, ar condicionado, trava elxe9trica, som, air bag;33500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2017-2018-1-0-firefly-flex-drive-4p-manual-537188930?xtmc=fiat+uno&xtnp=54&xtcr=38;
FIAT;UNO;mg;Verde;119000;4;Flex;2005;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;;12000;https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2005-2006-545775133?xtmc=fiat+uno&xtnp=54&xtcr=39;
FIAT;UNO;mg;Cinza;71400;6;Flex;2013;Manual;Sim;Hatch;UNO MILLE CELEB. WAY ECON. 1.0 F.FLEX 4P;Hidrxe1ulica;4 portas;alarme, trava elxe9trica, vidro elxe9trico, som;21900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-545766689?xtmc=fiat+uno&xtnp=54&xtcr=40;
FIAT;UNO;mg;Preto;92500;7;Flex;2010;Manual;Nxe3o;Passeio;UNO WAY CELEB. 1.0 EVO FIRE FLEX 8V 5P;Mecxe2nica;4 portas;alarme, trava elxe9trica, vidro elxe9trico;17000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-novinho-em-perfeito-estado-545760240?xtmc=fiat+uno&xtnp=54&xtcr=41;
FIAT;PALIO;mg;Preto;192000;2;Flex;2007;Manual;;Hatch;PALIO CELEBRATION 1.0 FIRE FLEX 8V 4P;Hidrxe1ulica;4 portas;ar condicionado, trava elxe9trica, vidro elxe9trico;14800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-barato-pra-sair-hoje-545758897?xtmc=fiat+uno&xtnp=54&xtcr=42;
FIAT;UNO;mg;Verde;1;6;Gasolina;2005;Manual;Nxe3o;Passeio;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;Mecxe2nica;4 portas;trava elxe9trica, som;11400;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-mille-fire-2005-2006-4p-545758005?xtmc=fiat+uno&xtnp=54&xtcr=43;
FIAT;UNO;mg;;91941;1;Gasolina;2011;Manual;;Passeio;UNO WAY 1.0 FLEX 6V 5P;;2 portas;alarme, direxe7xe3o hidrxe1ulica, trava elxe9trica, vidro elxe9trico;21900;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-2010-2011-1-0-way-8v-flex-4p-manual-545745672?xtmc=fiat+uno&xtnp=54&xtcr=44;
FIAT;UNO;mg;Prata;95000;3;Flex;2009;Manual;Nxe3o;;UNO MILLE WAY ECONOMY 1.0 F.FLEX 4P;;4 portas;vidro elxe9trico, trava elxe9trica, alarme;16500;https://mg.olx.com.br/regiao-de-divinopolis/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-economy-2008-2009-545711384?xtmc=fiat+uno&xtnp=54&xtcr=46;
FIAT;UNO;mg;Prata;126239;0;Flex;2011;Manual;Nxe3o;Hatch;UNO WAY 1.4 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;ar condicionado, trava elxe9trica, vidro elxe9trico;21500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-vivace-completo-545706769?xtmc=fiat+uno&xtnp=54&xtcr=47;
FIAT;UNO;mg;Cinza;226775;;Flex;2007;Manual;;Hatch;UNO MILLE 1.0 FIRE/ F.FLEX/ ECONOMY 4P;;4 portas;vidro elxe9trico, trava elxe9trica, alarme;10000;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/carro-fiat-uno-2007-545706235?xtmc=fiat+uno&xtnp=54&xtcr=48;
FIAT;UNO;mg;Branco;110000;5;Flex;2007;Manual;Nxe3o;Hatch;UNO FURGxc3O 1.0 FIRE FLEX 8V 3P;Mecxe2nica;2 portas;;9500;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-545697556?xtmc=fiat+uno&xtnp=54&xtcr=49;
FIAT;UNO;mg;Preto;128675;2;Flex;2012;Manual;Nxe3o;Passeio;UNO WAY 1.0 EVO FIRE FLEX 8V 5P;Hidrxe1ulica;4 portas;;18800;https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-way-conservadissimo-545694317?xtmc=fiat+uno&xtnp=55&xtcr=1;
